Vardas         Pavarde         ND1	ND2	ND3	ND4	ND5	ND6	ND7	ND8	ND9	Egz.
Vardas5180     Pavarde5180     9	10	4	5	4	4	4	5	2	7	
Vardas5181     Pavarde5181     4	8	7	2	7	8	4	5	4	3	
Vardas5182     Pavarde5182     10	3	3	7	5	9	1	6	3	3	
Vardas5183     Pavarde5183     3	4	4	2	4	8	8	3	7	10	
Vardas5184     Pavarde5184     10	6	5	6	4	3	4	2	6	2	
Vardas5185     Pavarde5185     3	7	4	5	3	1	7	10	2	9	
Vardas5186     Pavarde5186     6	2	2	2	1	2	6	5	2	10	
Vardas5187     Pavarde5187     7	8	5	9	9	10	1	2	6	1	
Vardas5188     Pavarde5188     4	1	10	4	5	3	10	7	2	2	
Vardas5189     Pavarde5189     9	8	4	4	10	7	9	8	9	3	
Vardas5190     Pavarde5190     8	1	2	9	6	1	9	8	1	8	
Vardas5191     Pavarde5191     7	7	5	2	3	4	6	8	6	5	
Vardas5192     Pavarde5192     4	1	7	10	10	9	1	2	9	9	
Vardas5193     Pavarde5193     9	9	8	2	7	7	9	1	4	10	
Vardas5194     Pavarde5194     4	3	1	10	3	5	6	10	7	2	
Vardas5195     Pavarde5195     1	2	8	4	3	9	4	4	1	6	
Vardas5196     Pavarde5196     5	3	2	5	8	2	8	10	6	9	
Vardas5197     Pavarde5197     8	1	2	9	3	9	10	7	6	9	
Vardas5198     Pavarde5198     6	7	2	7	8	6	5	7	1	4	
Vardas5199     Pavarde5199     4	10	8	4	10	6	7	6	8	6	
Vardas5200     Pavarde5200     7	4	10	10	7	5	7	6	5	2	
Vardas5201     Pavarde5201     9	8	5	5	7	4	8	2	4	2	
Vardas5202     Pavarde5202     6	10	9	10	7	3	8	5	6	4	
Vardas5203     Pavarde5203     10	4	4	3	9	6	6	8	4	2	
Vardas5204     Pavarde5204     2	10	6	6	8	3	6	4	9	9	
Vardas5205     Pavarde5205     2	6	2	10	6	6	2	6	8	6	
Vardas5206     Pavarde5206     2	3	8	9	10	5	3	9	2	9	
Vardas5207     Pavarde5207     4	5	5	1	1	10	1	1	5	9	
Vardas5208     Pavarde5208     8	2	2	5	1	7	4	7	5	4	
Vardas5209     Pavarde5209     1	6	5	3	9	2	9	4	10	10	
Vardas5210     Pavarde5210     5	2	3	6	8	7	7	9	9	8	
Vardas5211     Pavarde5211     6	3	10	2	8	6	7	3	2	4	
Vardas5212     Pavarde5212     6	4	2	2	8	8	10	2	3	1	
Vardas5213     Pavarde5213     4	6	7	9	10	3	8	3	3	2	
Vardas5214     Pavarde5214     7	1	1	9	2	4	3	8	10	9	
Vardas5215     Pavarde5215     9	10	1	5	8	4	7	5	9	6	
Vardas5216     Pavarde5216     9	10	1	5	1	3	10	10	7	2	
Vardas5217     Pavarde5217     8	1	10	1	8	1	8	4	4	10	
Vardas5218     Pavarde5218     6	7	2	2	9	5	3	6	8	7	
Vardas5219     Pavarde5219     10	8	2	6	10	9	8	8	7	8	
Vardas5220     Pavarde5220     2	3	8	2	6	8	2	6	3	1	
Vardas5221     Pavarde5221     8	4	6	5	7	5	3	5	7	4	
Vardas5222     Pavarde5222     1	4	9	2	5	2	4	9	6	3	
Vardas5223     Pavarde5223     9	10	5	6	9	3	1	2	4	4	
Vardas5224     Pavarde5224     7	6	8	5	5	4	3	6	5	3	
Vardas5225     Pavarde5225     5	7	2	5	7	7	6	5	3	5	
Vardas5226     Pavarde5226     8	10	1	9	3	6	9	3	2	7	
Vardas5227     Pavarde5227     5	2	2	3	9	6	10	8	10	7	
Vardas5228     Pavarde5228     5	1	7	10	8	6	5	5	2	5	
Vardas5229     Pavarde5229     8	3	6	10	5	9	3	4	3	2	
Vardas5230     Pavarde5230     10	8	9	2	10	5	2	3	1	7	
Vardas5231     Pavarde5231     10	6	2	2	5	10	7	1	1	1	
Vardas5232     Pavarde5232     1	9	3	4	3	5	3	10	8	4	
Vardas5233     Pavarde5233     10	2	2	1	8	1	1	7	3	2	
Vardas5234     Pavarde5234     7	8	1	10	9	7	4	9	10	1	
Vardas5235     Pavarde5235     7	10	8	5	5	10	3	1	7	6	
Vardas5236     Pavarde5236     9	6	1	6	10	5	4	3	7	1	
Vardas5237     Pavarde5237     9	10	2	1	5	6	2	3	8	2	
Vardas5238     Pavarde5238     4	3	2	6	4	7	10	8	7	8	
Vardas5239     Pavarde5239     3	9	7	10	3	1	6	4	6	7	
Vardas5240     Pavarde5240     5	3	8	8	1	9	8	10	6	2	
Vardas5241     Pavarde5241     8	9	1	3	3	5	6	1	6	5	
Vardas5242     Pavarde5242     6	1	9	4	2	9	3	5	9	3	
Vardas5243     Pavarde5243     10	6	3	8	7	5	6	10	10	9	
Vardas5244     Pavarde5244     4	10	1	8	10	4	10	9	9	1	
Vardas5245     Pavarde5245     10	3	3	9	3	1	4	8	9	10	
Vardas5246     Pavarde5246     10	3	1	7	2	6	6	9	2	7	
Vardas5247     Pavarde5247     6	4	6	5	4	8	5	9	7	5	
Vardas5248     Pavarde5248     4	3	10	9	8	5	10	1	5	5	
Vardas5249     Pavarde5249     5	1	5	6	2	6	8	7	9	10	
Vardas5250     Pavarde5250     3	5	2	2	3	7	4	2	4	10	
Vardas5251     Pavarde5251     7	2	4	3	5	5	8	1	9	1	
Vardas5252     Pavarde5252     2	1	9	7	8	2	6	2	9	5	
Vardas5253     Pavarde5253     4	5	2	9	10	3	3	2	10	5	
Vardas5254     Pavarde5254     8	2	2	2	10	2	8	2	8	10	
Vardas5255     Pavarde5255     3	4	5	3	1	9	10	6	10	2	
Vardas5256     Pavarde5256     2	9	5	3	2	2	9	2	10	2	
Vardas5257     Pavarde5257     4	4	3	8	7	7	9	4	3	10	
Vardas5258     Pavarde5258     8	9	10	1	4	6	1	4	6	1	
Vardas5259     Pavarde5259     7	5	1	9	7	2	4	4	9	10	
Vardas5260     Pavarde5260     3	2	7	9	3	9	7	4	5	7	
Vardas5261     Pavarde5261     4	10	6	8	3	5	10	1	7	8	
Vardas5262     Pavarde5262     9	10	3	7	6	8	7	2	3	4	
Vardas5263     Pavarde5263     4	10	6	6	5	2	2	2	4	5	
Vardas5264     Pavarde5264     7	3	1	8	8	2	5	1	6	1	
Vardas5265     Pavarde5265     4	2	4	6	7	10	1	10	6	7	
Vardas5266     Pavarde5266     2	6	3	3	10	10	1	3	2	4	
Vardas5267     Pavarde5267     1	4	8	10	9	7	1	4	6	9	
Vardas5268     Pavarde5268     8	7	7	6	10	5	10	5	6	9	
Vardas5269     Pavarde5269     9	3	3	6	5	6	4	7	4	10	
Vardas5270     Pavarde5270     2	1	8	4	2	10	1	4	2	4	
Vardas5271     Pavarde5271     9	6	10	4	5	3	5	8	6	6	
Vardas5272     Pavarde5272     6	5	2	9	4	10	10	2	9	8	
Vardas5273     Pavarde5273     6	6	5	10	7	5	3	5	3	6	
Vardas5274     Pavarde5274     3	4	2	2	8	7	1	7	5	7	
Vardas5275     Pavarde5275     6	1	8	2	4	7	7	7	9	6	
Vardas5276     Pavarde5276     9	1	3	6	5	9	7	1	3	6	
Vardas5277     Pavarde5277     8	2	2	10	6	1	8	7	4	5	
Vardas5278     Pavarde5278     1	9	4	10	9	9	1	8	3	9	
Vardas5279     Pavarde5279     4	1	5	5	3	3	5	10	8	8	
Vardas5280     Pavarde5280     6	6	2	4	5	3	6	3	4	4	
Vardas5281     Pavarde5281     7	3	5	3	5	5	6	8	4	4	
Vardas5282     Pavarde5282     10	6	6	3	6	1	10	3	5	10	
Vardas5283     Pavarde5283     6	1	8	9	4	10	2	3	8	6	
Vardas5284     Pavarde5284     6	4	10	2	10	9	5	2	6	9	
Vardas5285     Pavarde5285     3	2	9	8	9	7	2	5	6	5	
Vardas5286     Pavarde5286     9	8	2	6	4	6	1	5	2	8	
Vardas5287     Pavarde5287     7	6	7	5	3	2	9	10	4	3	
Vardas5288     Pavarde5288     10	8	1	7	10	3	2	7	5	2	
Vardas5289     Pavarde5289     5	5	2	8	2	2	5	7	3	7	
Vardas5290     Pavarde5290     5	4	7	7	2	2	4	2	5	1	
Vardas5291     Pavarde5291     10	5	8	8	1	6	5	1	2	1	
Vardas5292     Pavarde5292     7	1	7	7	3	8	10	3	1	7	
Vardas5293     Pavarde5293     8	1	2	3	1	7	2	5	1	6	
Vardas5294     Pavarde5294     2	7	5	8	3	2	5	1	5	2	
Vardas5295     Pavarde5295     4	8	1	2	7	4	1	6	6	4	
Vardas5296     Pavarde5296     8	3	7	4	6	5	10	1	9	7	
Vardas5297     Pavarde5297     7	7	7	5	7	2	2	6	6	7	
Vardas5298     Pavarde5298     4	8	10	4	2	4	10	8	5	5	
Vardas5299     Pavarde5299     7	10	4	1	8	3	5	6	3	3	
Vardas5300     Pavarde5300     7	2	6	6	9	8	8	10	4	8	
Vardas5301     Pavarde5301     8	1	5	7	4	6	4	6	6	10	
Vardas5302     Pavarde5302     3	9	4	5	5	4	4	5	4	3	
Vardas5303     Pavarde5303     6	6	1	7	4	6	1	5	4	4	
Vardas5304     Pavarde5304     10	9	7	10	7	4	4	1	3	10	
Vardas5305     Pavarde5305     9	2	5	9	2	6	1	4	2	6	
Vardas5306     Pavarde5306     4	1	3	3	8	2	8	10	7	4	
Vardas5307     Pavarde5307     3	3	5	7	10	2	1	6	5	3	
Vardas5308     Pavarde5308     3	10	8	2	2	2	4	4	7	1	
Vardas5309     Pavarde5309     7	7	1	10	6	1	3	4	6	2	
Vardas5310     Pavarde5310     2	6	7	5	7	3	9	8	9	6	
Vardas5311     Pavarde5311     8	1	1	10	5	2	6	4	3	10	
Vardas5312     Pavarde5312     7	8	3	7	8	8	10	6	10	6	
Vardas5313     Pavarde5313     6	8	1	4	8	1	3	7	6	2	
Vardas5314     Pavarde5314     3	1	6	6	5	5	7	7	5	8	
Vardas5315     Pavarde5315     1	9	7	2	1	9	1	10	2	8	
Vardas5316     Pavarde5316     10	3	7	8	7	4	5	3	5	1	
Vardas5317     Pavarde5317     10	4	6	8	2	3	6	10	7	1	
Vardas5318     Pavarde5318     6	1	9	9	10	4	1	7	3	7	
Vardas5319     Pavarde5319     10	9	8	10	7	7	4	7	1	10	
Vardas5320     Pavarde5320     7	3	1	3	2	10	5	6	6	6	
Vardas5321     Pavarde5321     9	8	2	10	7	4	3	2	7	6	
Vardas5322     Pavarde5322     3	9	4	5	6	4	1	9	4	5	
Vardas5323     Pavarde5323     4	9	2	9	2	3	7	10	6	10	
Vardas5324     Pavarde5324     1	9	1	3	9	4	5	4	10	8	
Vardas5325     Pavarde5325     10	6	1	4	8	2	4	10	7	7	
Vardas5326     Pavarde5326     5	8	7	2	10	7	3	6	4	6	
Vardas5327     Pavarde5327     10	9	10	6	10	7	8	3	2	4	
Vardas5328     Pavarde5328     1	9	6	7	8	6	2	4	10	10	
Vardas5329     Pavarde5329     4	6	6	7	10	10	10	5	5	4	
Vardas5330     Pavarde5330     6	9	10	1	9	5	1	1	10	8	
Vardas5331     Pavarde5331     3	1	9	9	9	3	9	9	5	2	
Vardas5332     Pavarde5332     5	1	3	6	6	1	8	2	8	3	
Vardas5333     Pavarde5333     9	7	8	6	2	8	6	1	10	7	
Vardas5334     Pavarde5334     2	5	2	10	10	3	3	5	9	1	
Vardas5335     Pavarde5335     7	2	6	8	2	2	1	8	9	7	
Vardas5336     Pavarde5336     8	5	6	6	10	7	9	4	5	3	
Vardas5337     Pavarde5337     7	4	9	1	9	10	4	8	5	4	
Vardas5338     Pavarde5338     4	3	1	5	8	6	1	6	8	8	
Vardas5339     Pavarde5339     8	8	2	8	2	4	9	4	9	6	
Vardas5340     Pavarde5340     3	7	5	6	5	9	4	3	7	1	
Vardas5341     Pavarde5341     4	9	7	8	10	8	6	1	4	1	
Vardas5342     Pavarde5342     6	9	2	5	2	10	10	9	3	9	
Vardas5343     Pavarde5343     8	6	7	4	10	8	2	9	9	8	
Vardas5344     Pavarde5344     2	2	9	4	3	7	4	1	10	4	
Vardas5345     Pavarde5345     9	6	6	4	3	10	5	8	9	6	
Vardas5346     Pavarde5346     6	6	5	5	5	8	10	5	4	8	
Vardas5347     Pavarde5347     10	4	6	2	8	1	7	7	9	9	
Vardas5348     Pavarde5348     4	7	8	6	6	8	4	10	6	7	
Vardas5349     Pavarde5349     1	3	5	3	1	3	7	8	6	7	
Vardas5350     Pavarde5350     2	8	5	9	5	10	3	2	2	3	
Vardas5351     Pavarde5351     7	5	5	4	9	8	8	7	10	10	
Vardas5352     Pavarde5352     6	7	4	4	1	3	5	4	2	8	
Vardas5353     Pavarde5353     1	9	8	4	9	8	7	10	6	5	
Vardas5354     Pavarde5354     7	10	5	10	1	9	9	1	1	10	
Vardas5355     Pavarde5355     5	3	10	6	1	2	5	2	7	3	
Vardas5356     Pavarde5356     4	3	6	2	3	8	9	8	3	9	
Vardas5357     Pavarde5357     5	3	1	2	1	4	10	8	10	8	
Vardas5358     Pavarde5358     9	5	7	3	1	6	5	5	9	6	
Vardas5359     Pavarde5359     3	4	9	5	10	5	7	3	3	6	
Vardas5360     Pavarde5360     10	7	1	8	3	1	8	3	6	4	
Vardas5361     Pavarde5361     10	5	7	8	7	10	8	8	10	3	
Vardas5362     Pavarde5362     9	9	5	9	5	7	9	2	8	2	
Vardas5363     Pavarde5363     7	1	2	8	2	4	9	6	8	5	
Vardas5364     Pavarde5364     7	8	5	6	8	1	6	8	9	10	
Vardas5365     Pavarde5365     7	9	1	3	5	6	8	2	4	3	
Vardas5366     Pavarde5366     2	6	7	10	2	5	7	5	2	6	
Vardas5367     Pavarde5367     7	10	8	6	6	1	5	1	5	4	
Vardas5368     Pavarde5368     4	10	2	5	7	4	1	7	7	3	
Vardas5369     Pavarde5369     4	8	8	6	5	7	2	10	3	2	
Vardas5370     Pavarde5370     4	6	4	10	6	10	3	5	5	4	
Vardas5371     Pavarde5371     3	8	6	1	7	8	4	7	2	5	
Vardas5372     Pavarde5372     6	5	5	3	3	2	10	2	3	6	
Vardas5373     Pavarde5373     5	10	9	2	6	1	6	10	1	9	
Vardas5374     Pavarde5374     8	9	1	6	5	2	8	10	6	5	
Vardas5375     Pavarde5375     6	8	4	6	1	9	8	10	6	4	
Vardas5376     Pavarde5376     9	5	7	5	5	6	2	6	8	2	
Vardas5377     Pavarde5377     6	8	5	3	9	2	10	4	8	10	
Vardas5378     Pavarde5378     3	4	9	6	8	10	10	5	5	3	
Vardas5379     Pavarde5379     3	9	10	4	8	10	7	3	4	7	
Vardas5380     Pavarde5380     7	6	7	8	10	1	7	4	9	9	
Vardas5381     Pavarde5381     9	6	1	9	8	7	7	9	9	3	
Vardas5382     Pavarde5382     2	6	6	9	3	5	2	5	3	2	
Vardas5383     Pavarde5383     2	8	3	1	5	4	7	9	2	2	
Vardas5384     Pavarde5384     1	3	9	4	3	7	5	1	3	3	
Vardas5385     Pavarde5385     2	5	6	3	5	7	10	5	5	9	
Vardas5386     Pavarde5386     7	8	5	10	10	4	3	9	3	7	
Vardas5387     Pavarde5387     2	8	10	7	2	1	8	10	6	4	
Vardas5388     Pavarde5388     3	3	7	8	1	2	5	1	9	2	
Vardas5389     Pavarde5389     9	5	2	7	10	4	8	2	9	10	
Vardas5390     Pavarde5390     6	8	8	10	1	6	5	2	2	8	
Vardas5391     Pavarde5391     3	2	6	3	2	5	2	5	10	6	
Vardas5392     Pavarde5392     7	9	9	7	8	7	2	7	9	2	
Vardas5393     Pavarde5393     4	9	4	2	4	6	8	4	10	6	
Vardas5394     Pavarde5394     6	8	2	6	9	2	6	4	3	8	
Vardas5395     Pavarde5395     9	8	9	7	9	2	6	2	9	9	
Vardas5396     Pavarde5396     4	2	9	1	5	5	8	10	6	4	
Vardas5397     Pavarde5397     9	7	2	9	1	8	9	8	8	4	
Vardas5398     Pavarde5398     10	4	7	8	1	1	5	1	7	1	
Vardas5399     Pavarde5399     4	1	4	9	8	6	2	10	9	10	
Vardas5400     Pavarde5400     5	8	1	7	3	4	6	4	6	1	
Vardas5401     Pavarde5401     4	7	7	3	10	2	3	1	8	1	
Vardas5402     Pavarde5402     5	2	6	7	8	10	5	1	6	9	
Vardas5403     Pavarde5403     8	4	7	10	5	2	2	4	9	4	
Vardas5404     Pavarde5404     2	5	1	3	5	6	1	5	9	10	
Vardas5405     Pavarde5405     10	5	10	7	1	2	8	3	6	8	
Vardas5406     Pavarde5406     9	2	1	7	8	10	5	7	10	2	
Vardas5407     Pavarde5407     9	5	1	4	8	10	10	10	5	7	
Vardas5408     Pavarde5408     3	8	6	4	4	4	4	4	5	7	
Vardas5409     Pavarde5409     4	2	10	5	6	10	4	10	6	2	
Vardas5410     Pavarde5410     3	7	2	7	4	7	2	10	2	7	
Vardas5411     Pavarde5411     10	3	3	2	6	7	5	3	9	3	
Vardas5412     Pavarde5412     6	9	7	10	7	9	4	3	8	3	
Vardas5413     Pavarde5413     5	6	7	1	9	9	10	10	2	10	
Vardas5414     Pavarde5414     5	6	5	2	4	8	9	1	2	3	
Vardas5415     Pavarde5415     10	9	8	1	2	9	2	10	6	9	
Vardas5416     Pavarde5416     1	3	5	6	8	10	6	4	6	7	
Vardas5417     Pavarde5417     8	3	6	10	8	7	10	5	8	3	
Vardas5418     Pavarde5418     4	8	4	3	9	6	5	8	9	8	
Vardas5419     Pavarde5419     2	1	10	5	4	9	5	9	5	6	
Vardas5420     Pavarde5420     3	2	1	6	5	2	6	5	2	1	
Vardas5421     Pavarde5421     8	7	2	4	3	3	5	1	7	5	
Vardas5422     Pavarde5422     3	6	4	7	1	4	6	6	9	1	
Vardas5423     Pavarde5423     10	2	2	8	6	7	3	2	3	10	
Vardas5424     Pavarde5424     10	7	8	1	4	3	9	5	6	7	
Vardas5425     Pavarde5425     2	3	10	2	4	5	4	8	2	7	
Vardas5426     Pavarde5426     5	7	1	5	6	10	5	5	1	6	
Vardas5427     Pavarde5427     8	4	4	9	10	5	9	6	10	2	
Vardas5428     Pavarde5428     5	9	9	3	6	2	2	6	6	4	
Vardas5429     Pavarde5429     8	6	3	6	5	10	8	2	2	10	
Vardas5430     Pavarde5430     6	10	1	6	8	3	7	9	8	5	
Vardas5431     Pavarde5431     6	5	5	6	2	8	8	9	4	9	
Vardas5432     Pavarde5432     2	2	6	7	9	3	8	4	6	9	
Vardas5433     Pavarde5433     1	6	1	5	2	5	7	2	7	9	
Vardas5434     Pavarde5434     8	10	6	3	9	7	3	3	7	2	
Vardas5435     Pavarde5435     5	6	3	6	10	4	5	5	4	5	
Vardas5436     Pavarde5436     9	10	1	1	8	10	3	6	4	10	
Vardas5437     Pavarde5437     10	6	3	3	6	2	2	1	5	1	
Vardas5438     Pavarde5438     9	10	4	6	10	3	1	4	10	9	
Vardas5439     Pavarde5439     2	1	2	3	2	2	5	9	2	7	
Vardas5440     Pavarde5440     10	2	5	5	3	1	3	1	2	6	
Vardas5441     Pavarde5441     5	1	7	5	7	6	10	10	3	5	
Vardas5442     Pavarde5442     10	8	1	5	5	3	6	10	5	10	
Vardas5443     Pavarde5443     3	9	2	6	9	6	3	10	6	3	
Vardas5444     Pavarde5444     10	7	1	4	7	8	1	10	6	1	
Vardas5445     Pavarde5445     4	1	7	6	9	7	4	1	8	5	
Vardas5446     Pavarde5446     9	3	1	1	7	4	2	5	6	8	
Vardas5447     Pavarde5447     3	3	10	7	8	7	10	9	3	10	
Vardas5448     Pavarde5448     1	4	7	8	4	5	4	8	5	4	
Vardas5449     Pavarde5449     10	7	10	3	9	9	10	2	10	6	
Vardas5450     Pavarde5450     10	10	7	6	8	5	1	4	6	9	
Vardas5451     Pavarde5451     4	10	10	1	6	10	5	2	9	9	
Vardas5452     Pavarde5452     2	3	3	10	7	7	10	1	5	9	
Vardas5453     Pavarde5453     3	4	3	9	2	1	9	1	5	9	
Vardas5454     Pavarde5454     10	10	1	5	5	10	8	4	4	7	
Vardas5455     Pavarde5455     6	4	6	2	2	2	8	2	6	9	
Vardas5456     Pavarde5456     5	7	2	5	3	10	9	7	3	1	
Vardas5457     Pavarde5457     1	2	1	1	7	9	9	4	2	6	
Vardas5458     Pavarde5458     8	3	5	4	4	7	4	3	10	1	
Vardas5459     Pavarde5459     6	1	3	8	10	10	5	2	1	10	
Vardas5460     Pavarde5460     9	10	1	3	3	7	1	10	5	7	
Vardas5461     Pavarde5461     8	4	7	9	10	5	10	6	10	1	
Vardas5462     Pavarde5462     4	10	6	1	5	7	4	7	7	8	
Vardas5463     Pavarde5463     10	9	3	7	5	6	9	6	5	3	
Vardas5464     Pavarde5464     4	7	10	1	2	8	7	6	6	2	
Vardas5465     Pavarde5465     10	10	9	2	6	2	7	1	5	2	
Vardas5466     Pavarde5466     3	6	5	2	9	5	6	7	4	8	
Vardas5467     Pavarde5467     8	7	5	1	3	3	8	3	8	10	
Vardas5468     Pavarde5468     3	10	2	7	10	1	8	1	4	4	
Vardas5469     Pavarde5469     9	9	9	6	2	10	3	4	7	2	
Vardas5470     Pavarde5470     9	10	1	8	9	10	7	1	3	7	
Vardas5471     Pavarde5471     1	2	1	10	2	8	3	7	3	3	
Vardas5472     Pavarde5472     8	7	10	3	10	5	1	6	7	4	
Vardas5473     Pavarde5473     1	9	2	9	4	4	10	9	2	6	
Vardas5474     Pavarde5474     5	7	5	9	6	3	6	7	9	2	
Vardas5475     Pavarde5475     7	10	7	1	2	8	5	7	9	7	
Vardas5476     Pavarde5476     9	4	3	4	6	3	9	10	6	10	
Vardas5477     Pavarde5477     10	2	9	6	2	7	4	8	6	9	
Vardas5478     Pavarde5478     5	9	5	5	4	7	7	1	9	10	
Vardas5479     Pavarde5479     3	3	9	2	10	1	9	4	8	9	
Vardas5480     Pavarde5480     2	9	8	1	8	9	2	6	7	4	
Vardas5481     Pavarde5481     6	8	5	6	4	4	7	6	1	9	
Vardas5482     Pavarde5482     9	7	8	9	1	10	10	4	9	1	
Vardas5483     Pavarde5483     6	7	10	6	2	5	3	9	8	8	
Vardas5484     Pavarde5484     9	4	5	6	4	7	3	8	2	4	
Vardas5485     Pavarde5485     7	8	5	7	4	4	1	7	4	4	
Vardas5486     Pavarde5486     6	8	5	1	9	6	1	10	6	10	
Vardas5487     Pavarde5487     8	1	5	1	9	7	2	9	1	5	
Vardas5488     Pavarde5488     9	7	5	4	6	4	9	7	8	7	
Vardas5489     Pavarde5489     9	9	3	3	3	3	2	5	2	10	
Vardas5490     Pavarde5490     3	2	2	5	2	9	1	1	3	8	
Vardas5491     Pavarde5491     10	7	9	3	3	6	8	3	1	9	
Vardas5492     Pavarde5492     7	3	7	8	8	3	5	9	8	8	
Vardas5493     Pavarde5493     6	9	5	6	4	6	6	7	7	6	
Vardas5494     Pavarde5494     3	9	6	8	6	2	7	4	8	5	
Vardas5495     Pavarde5495     7	7	10	6	4	4	8	9	4	5	
Vardas5496     Pavarde5496     10	2	10	4	7	3	2	9	9	8	
Vardas5497     Pavarde5497     10	1	2	2	9	10	9	6	2	8	
Vardas5498     Pavarde5498     4	8	6	3	2	1	9	5	4	7	
Vardas5499     Pavarde5499     1	10	8	2	5	3	7	8	9	9	
Vardas5500     Pavarde5500     10	7	8	1	1	10	3	6	8	4	
Vardas5501     Pavarde5501     9	1	1	9	2	8	8	4	5	4	
Vardas5502     Pavarde5502     4	2	2	3	7	4	2	7	10	5	
Vardas5503     Pavarde5503     2	4	6	3	6	7	5	1	2	3	
Vardas5504     Pavarde5504     9	2	6	5	9	1	2	9	10	3	
Vardas5505     Pavarde5505     10	6	4	10	4	1	10	10	7	1	
Vardas5506     Pavarde5506     1	6	4	8	3	9	3	1	8	9	
Vardas5507     Pavarde5507     7	4	4	10	6	2	2	4	4	5	
Vardas5508     Pavarde5508     8	9	1	1	10	5	2	8	5	4	
Vardas5509     Pavarde5509     10	5	3	9	4	5	7	4	2	7	
Vardas5510     Pavarde5510     5	3	6	6	7	3	7	1	8	3	
Vardas5511     Pavarde5511     8	8	5	9	6	4	7	9	7	4	
Vardas5512     Pavarde5512     8	8	9	10	2	10	8	2	2	9	
Vardas5513     Pavarde5513     2	2	7	1	10	7	2	10	2	8	
Vardas5514     Pavarde5514     10	3	1	10	4	7	3	3	6	2	
Vardas5515     Pavarde5515     3	4	1	10	8	4	5	4	3	4	
Vardas5516     Pavarde5516     3	10	3	5	3	6	1	6	3	4	
Vardas5517     Pavarde5517     10	4	4	1	2	1	4	2	4	4	
Vardas5518     Pavarde5518     5	4	5	2	5	9	4	10	10	8	
Vardas5519     Pavarde5519     8	3	1	7	7	3	6	6	5	2	
Vardas5520     Pavarde5520     5	8	3	1	3	8	7	6	9	8	
Vardas5521     Pavarde5521     9	2	2	9	4	1	7	6	10	1	
Vardas5522     Pavarde5522     6	10	5	2	10	9	6	7	1	6	
Vardas5523     Pavarde5523     9	7	2	5	9	9	5	4	3	5	
Vardas5524     Pavarde5524     1	5	9	2	4	6	9	8	6	1	
Vardas5525     Pavarde5525     2	2	7	2	3	9	1	10	4	6	
Vardas5526     Pavarde5526     3	7	10	1	6	1	10	3	9	2	
Vardas5527     Pavarde5527     5	4	2	5	10	3	9	7	4	3	
Vardas5528     Pavarde5528     10	1	10	7	1	1	7	1	5	2	
Vardas5529     Pavarde5529     2	4	8	2	1	4	2	2	4	3	
Vardas5530     Pavarde5530     7	10	10	5	9	9	3	1	6	1	
Vardas5531     Pavarde5531     7	2	5	4	9	8	7	9	3	2	
Vardas5532     Pavarde5532     3	2	3	2	8	10	6	5	10	1	
Vardas5533     Pavarde5533     9	9	6	9	2	3	5	4	6	10	
Vardas5534     Pavarde5534     7	4	2	3	8	8	5	1	8	4	
Vardas5535     Pavarde5535     1	3	1	10	6	3	1	2	4	6	
Vardas5536     Pavarde5536     10	9	4	10	4	9	5	7	3	4	
Vardas5537     Pavarde5537     5	5	1	7	8	9	6	9	9	1	
Vardas5538     Pavarde5538     2	2	1	2	9	9	6	9	10	10	
Vardas5539     Pavarde5539     7	5	6	8	4	6	4	5	9	10	
Vardas5540     Pavarde5540     6	7	6	6	10	6	7	7	5	10	
Vardas5541     Pavarde5541     4	7	1	8	4	1	3	9	3	6	
Vardas5542     Pavarde5542     2	7	7	10	1	6	6	4	10	6	
Vardas5543     Pavarde5543     10	5	6	6	8	2	7	1	10	2	
Vardas5544     Pavarde5544     4	3	4	7	6	9	7	7	4	8	
Vardas5545     Pavarde5545     4	10	4	2	4	1	8	5	4	10	
Vardas5546     Pavarde5546     6	8	2	9	10	8	4	7	5	2	
Vardas5547     Pavarde5547     2	8	2	4	1	2	9	9	3	8	
Vardas5548     Pavarde5548     3	7	2	7	1	1	10	10	4	8	
Vardas5549     Pavarde5549     6	7	6	7	9	8	3	1	9	3	
Vardas5550     Pavarde5550     10	9	3	7	4	6	7	7	8	2	
Vardas5551     Pavarde5551     3	6	1	6	10	6	2	3	3	2	
Vardas5552     Pavarde5552     7	7	5	6	2	9	6	9	7	5	
Vardas5553     Pavarde5553     9	10	7	2	5	1	9	7	9	3	
Vardas5554     Pavarde5554     1	1	1	3	6	2	10	5	3	7	
Vardas5555     Pavarde5555     6	8	7	7	10	2	1	6	2	5	
Vardas5556     Pavarde5556     6	7	1	9	1	6	7	2	7	2	
Vardas5557     Pavarde5557     6	8	9	5	6	3	1	5	6	7	
Vardas5558     Pavarde5558     1	7	2	6	10	9	4	10	4	10	
Vardas5559     Pavarde5559     9	6	9	9	9	2	9	9	1	10	
Vardas5560     Pavarde5560     5	6	8	4	10	8	4	1	2	4	
Vardas5561     Pavarde5561     3	10	10	2	1	9	10	4	9	1	
Vardas5562     Pavarde5562     6	8	2	3	6	10	2	3	4	3	
Vardas5563     Pavarde5563     7	8	5	10	3	5	8	10	9	8	
Vardas5564     Pavarde5564     8	1	3	5	8	8	7	3	4	7	
Vardas5565     Pavarde5565     3	7	4	3	6	7	1	9	8	7	
Vardas5566     Pavarde5566     7	6	4	3	3	5	6	3	1	7	
